,date,open,close,high,low,volume,code
497,2012-01-31,132.107,133.533,133.669,132.057,15854.0,600519
498,2012-02-01,133.382,133.347,135.044,132.437,24824.0,600519
499,2012-02-02,133.347,133.547,133.956,132.007,20375.0,600519
500,2012-02-03,133.569,133.583,133.669,131.441,26517.0,600519
501,2012-02-06,133.676,135.059,135.216,133.096,29747.0,600519
502,2012-02-07,134.17,133.139,134.994,132.809,17942.0,600519
503,2012-02-08,133.139,134.88,135.388,132.58,23082.0,600519
504,2012-02-09,134.672,136.642,136.928,134.428,31384.0,600519
505,2012-02-10,135.768,136.47,137.824,135.46,22276.0,600519
506,2012-02-13,135.746,138.554,139.808,135.145,21639.0,600519
507,2012-02-14,138.031,138.841,139.443,137.394,15142.0,600519
508,2012-02-15,138.06,139.543,140.331,138.06,24714.0,600519
509,2012-02-16,138.626,137.337,139.543,136.534,22016.0,600519
510,2012-02-17,138.884,137.136,138.884,136.37,12287.0,600519
511,2012-02-20,138.225,136.721,138.733,136.678,18530.0,600519
512,2012-02-21,137.387,137.501,137.953,136.391,13789.0,600519
513,2012-02-22,138.082,138.082,138.612,136.807,22352.0,600519
514,2012-02-23,137.91,139.192,139.715,137.91,33433.0,600519
515,2012-02-24,139.099,141.893,141.986,139.077,23944.0,600519
516,2012-02-27,142.394,142.193,143.282,141.477,26562.0,600519
517,2012-02-28,142.86,143.798,143.948,142.236,25698.0,600519
518,2012-02-29,143.984,146.463,146.85,143.626,39432.0,600519
519,2012-03-01,145.789,145.116,147.186,144.98,16920.0,600519
520,2012-03-02,145.152,143.913,145.918,142.917,35216.0,600519
521,2012-03-05,143.877,143.153,143.898,142.265,30553.0,600519
522,2012-03-06,142.552,140.438,143.153,140.403,31474.0,600519
523,2012-03-07,139.486,138.347,140.109,138.239,29198.0,600519
524,2012-03-08,138.404,139.285,140.481,138.239,23574.0,600519
525,2012-03-09,139.464,143.218,143.354,139.113,29239.0,600519
526,2012-03-12,143.354,143.655,144.421,142.573,25681.0,600519
527,2012-03-13,143.34,144.457,145.632,143.34,18316.0,600519
528,2012-03-14,144.407,142.315,146.169,141.835,40699.0,600519
529,2012-03-15,142.58,142.501,144.987,142.265,28094.0,600519
530,2012-03-16,143.834,148.705,148.999,143.483,51583.0,600519
531,2012-03-19,148.855,148.741,151.556,147.258,45635.0,600519
532,2012-03-20,148.676,148.82,149.787,147.645,23400.0,600519
533,2012-03-21,148.855,146.921,149.715,146.033,29527.0,600519
534,2012-03-22,146.363,147.1,148.211,146.341,8331.0,600519
535,2012-03-23,148.64,151.878,152.258,148.64,54873.0,600519
536,2012-03-26,151.234,154.156,154.658,151.219,37653.0,600519
537,2012-03-27,150.589,144.342,151.14,143.984,79106.0,600519
538,2012-03-28,142.552,144.271,146.85,142.057,55461.0,600519
539,2012-03-29,143.841,144.092,147.208,143.268,36982.0,600519
540,2012-03-30,144.099,141.09,145.41,139.686,37959.0,600519
541,2012-04-05,140.474,147.566,147.852,140.474,40960.0,600519
542,2012-04-06,147.294,148.977,149.056,147.229,26729.0,600519
543,2012-04-09,148.676,149.901,150.374,147.279,14474.0,600519
544,2012-04-10,149.916,149.077,150.274,146.928,16640.0,600519
545,2012-04-11,146.85,149.608,151.506,145.782,31460.0,600519
546,2012-04-12,149.608,152.165,152.236,148.053,28422.0,600519
547,2012-04-13,152.222,152.602,153.332,151.434,20527.0,600519
548,2012-04-16,152.222,152.459,154.3,151.57,20893.0,600519
549,2012-04-17,152.466,150.56,152.587,150.431,17872.0,600519
550,2012-04-18,150.725,153.196,153.87,150.431,22815.0,600519
551,2012-04-19,153.139,150.059,153.562,148.863,21823.0,600519
552,2012-04-20,149.214,152.222,152.831,149.214,17046.0,600519
553,2012-04-23,151.663,151.749,153.49,150.331,13281.0,600519
554,2012-04-24,152.0,151.52,152.587,150.388,21782.0,600519
555,2012-04-25,152.186,152.523,152.767,150.431,15529.0,600519
556,2012-04-26,153.476,155.224,155.446,152.939,35019.0,600519
557,2012-04-27,155.224,160.861,161.52,155.224,42728.0,600519
558,2012-05-02,161.893,161.878,162.301,159.027,35339.0,600519
559,2012-05-03,161.878,162.387,162.824,160.181,25654.0,600519
560,2012-05-04,162.251,167.623,168.254,162.251,31879.0,600519
561,2012-05-07,168.197,167.989,170.317,167.108,34244.0,600519
562,2012-05-08,167.946,167.702,168.232,164.314,36664.0,600519
563,2012-05-09,165.56,165.353,166.656,162.752,32909.0,600519
564,2012-05-10,165.474,163.111,165.474,162.573,30574.0,600519
565,2012-05-11,163.325,163.103,163.684,161.821,23260.0,600519
566,2012-05-14,163.325,159.156,163.325,158.032,38797.0,600519
567,2012-05-15,158.383,159.823,160.217,157.666,16168.0,600519
568,2012-05-16,159.708,157.609,160.03,156.162,28139.0,600519
569,2012-05-17,157.681,157.53,158.598,156.599,34172.0,600519
570,2012-05-18,156.642,156.105,157.573,154.658,26277.0,600519
571,2012-05-21,155.861,159.88,160.833,155.861,28843.0,600519
572,2012-05-22,161.184,164.242,165.833,161.184,41458.0,600519
573,2012-05-23,164.221,165.095,166.262,163.325,24722.0,600519
574,2012-05-24,164.615,157.767,166.742,156.076,53743.0,600519
575,2012-05-25,157.767,156.578,158.218,154.729,30569.0,600519
576,2012-05-28,156.169,161.527,161.821,156.026,27833.0,600519
577,2012-05-30,162.974,163.798,164.744,162.609,25700.0,600519
578,2012-05-31,163.469,169.543,170.346,163.325,37367.0,600519
579,2012-06-01,170.489,172.187,174.071,169.565,38504.0,600519
580,2012-06-04,170.489,169.436,174.063,169.393,24327.0,600519
581,2012-06-05,170.116,172.495,173.211,169.923,24561.0,600519
582,2012-06-06,172.638,169.472,173.354,169.35,18728.0,600519
583,2012-06-07,170.768,170.474,172.394,169.629,19677.0,600519
584,2012-06-08,171.205,171.191,172.05,169.056,17286.0,600519
585,2012-06-11,171.134,168.734,172.086,167.194,33061.0,600519
586,2012-06-12,167.774,167.516,169.407,166.284,16372.0,600519
587,2012-06-13,167.982,171.198,171.334,166.979,20463.0,600519
588,2012-06-14,170.489,175.209,176.069,169.93,28704.0,600519
589,2012-06-15,175.518,174.343,176.513,171.757,19859.0,600519
590,2012-06-18,174.364,176.549,177.874,174.364,19538.0,600519
591,2012-06-19,175.582,174.572,177.774,173.326,17299.0,600519
592,2012-06-20,174.665,174.472,175.066,173.354,11393.0,600519
593,2012-06-21,174.472,171.764,174.5,171.062,17034.0,600519
594,2012-06-25,170.56,170.202,173.326,170.131,18434.0,600519
595,2012-06-26,169.916,170.381,171.119,166.635,26122.0,600519
596,2012-06-27,170.489,173.283,173.576,170.489,23257.0,600519
597,2012-06-28,173.268,169.156,173.354,169.049,22213.0,600519
598,2012-06-29,168.605,171.313,172.638,168.605,23224.0,600519
599,2012-07-02,171.921,173.247,175.46,169.07,25731.0,600519
600,2012-07-03,172.853,182.624,182.667,172.645,50158.0,600519
601,2012-07-04,184.099,185.288,186.177,180.518,45035.0,600519
602,2012-07-05,183.069,183.112,184.808,181.293,22749.0,600519
603,2012-07-06,183.323,189.173,190.621,182.05,39158.0,600519
604,2012-07-09,189.093,185.346,191.363,185.273,28527.0,600519
605,2012-07-10,185.179,182.195,187.136,181.81,26987.0,600519
606,2012-07-11,182.574,187.733,187.965,180.726,32009.0,600519
607,2012-07-12,187.805,186.314,192.826,185.542,37273.0,600519
608,2012-07-13,186.03,191.145,192.091,185.761,29548.0,600519
609,2012-07-16,190.709,190.818,193.604,190.563,29533.0,600519
610,2012-07-17,189.181,184.64,189.901,184.313,36030.0,600519
611,2012-07-18,184.524,178.237,186.197,174.555,74046.0,600519
612,2012-07-19,177.531,179.147,180.849,176.847,26580.0,600519
613,2012-07-20,178.623,176.869,182.443,176.731,26054.0,600519
614,2012-07-23,174.541,176.505,177.146,173.901,19811.0,600519
615,2012-07-24,175.072,181.453,184.946,175.072,34372.0,600519
616,2012-07-25,181.904,185.943,186.125,181.548,26170.0,600519
617,2012-07-26,185.47,182.225,188.817,181.686,23418.0,600519
618,2012-07-27,182.545,181.504,183.36,179.576,18421.0,600519
619,2012-07-30,181.359,181.788,183.796,180.122,17495.0,600519
620,2012-07-31,181.541,179.314,184.815,179.03,19465.0,600519
621,2012-08-01,179.125,176.847,180.908,176.003,26715.0,600519
622,2012-08-02,176.891,176.2,178.623,175.465,17054.0,600519
623,2012-08-03,176.447,179.692,179.722,176.207,16472.0,600519
624,2012-08-06,179.46,181.053,181.613,178.412,17320.0,600519
625,2012-08-07,181.046,183.287,183.92,180.536,18119.0,600519
626,2012-08-08,183.694,183.942,184.815,181.177,14893.0,600519
627,2012-08-09,183.214,189.85,190.381,182.778,30672.0,600519
628,2012-08-10,182.632,180.602,185.324,177.553,91225.0,600519
629,2012-08-13,180.798,180.449,181.672,179.576,23037.0,600519
630,2012-08-14,180.449,180.085,181.897,178.266,18786.0,600519
631,2012-08-15,179.707,177.633,180.013,177.175,22723.0,600519
632,2012-08-16,177.728,174.104,178.63,173.952,31482.0,600519
633,2012-08-17,173.479,167.076,173.479,166.261,59071.0,600519
634,2012-08-20,167.068,169.28,169.302,164.427,24052.0,600519
635,2012-08-21,169.295,171.565,174.555,169.295,26323.0,600519
636,2012-08-22,172.387,168.938,172.387,167.352,20423.0,600519
637,2012-08-23,168.735,166.093,168.735,164.493,27956.0,600519
638,2012-08-24,165.322,168.72,169.469,165.206,21676.0,600519
639,2012-08-27,167.716,166.261,167.81,165.278,20899.0,600519
640,2012-08-28,166.624,164.1,167.774,163.721,20294.0,600519
641,2012-08-29,163.714,159.465,163.714,159.181,30425.0,600519
642,2012-08-30,157.886,158.533,159.487,155.346,48348.0,600519
643,2012-08-31,158.621,159.901,161.531,158.039,22484.0,600519
644,2012-09-04,172.445,169.848,173.173,168.08,111508.0,600519
645,2012-09-05,169.171,170.306,170.968,168.807,27490.0,600519
646,2012-09-06,170.444,168.625,170.626,166.697,20794.0,600519
647,2012-09-07,169.68,175.792,176.811,169.68,42812.0,600519
648,2012-09-10,175.872,175.851,178.994,174.104,28169.0,600519
649,2012-09-11,174.847,174.432,174.847,173.158,16135.0,600519
650,2012-09-12,175.72,174.817,179.358,173.828,29023.0,600519
651,2012-09-13,174.956,174.614,175.749,173.391,14294.0,600519
652,2012-09-14,175.356,178.092,178.375,173.981,24586.0,600519
653,2012-09-17,178.266,175.574,179.489,175.501,20014.0,600519
654,2012-09-18,175.203,174.868,176.884,174.264,18277.0,600519
655,2012-09-19,174.294,168.487,175.356,167.461,40991.0,600519
656,2012-09-20,168.007,166.654,169.382,166.544,21517.0,600519
657,2012-09-21,166.122,167.781,169.535,165.984,15679.0,600519
658,2012-09-24,166.624,169.069,169.52,165.955,17634.0,600519
659,2012-09-25,169.149,173.544,173.595,168.443,26230.0,600519
660,2012-09-26,173.173,171.623,175.036,170.044,20362.0,600519
661,2012-09-27,170.99,175.13,175.778,170.648,27140.0,600519
662,2012-09-28,173.915,178.848,178.958,173.901,31283.0,600519
663,2012-10-08,178.485,174.585,178.485,172.795,23608.0,600519
664,2012-10-09,175.341,177.648,178.303,174.657,23410.0,600519
665,2012-10-10,176.811,177.408,178.143,175.174,13456.0,600519
666,2012-10-11,176.338,176.033,177.357,175.45,10625.0,600519
667,2012-10-12,176.535,177.182,178.114,175.887,11742.0,600519
668,2012-10-15,178.099,178.783,179.896,178.099,18883.0,600519
669,2012-10-16,178.346,181.766,182.69,178.346,27737.0,600519
670,2012-10-17,181.766,181.017,182.268,180.376,15980.0,600519
671,2012-10-18,181.359,182.792,185.179,181.177,22278.0,600519
672,2012-10-19,182.814,184.087,185.513,182.814,18629.0,600519
673,2012-10-22,183.854,182.297,184.473,180.304,19117.0,600519
674,2012-10-23,182.486,178.048,182.486,177.975,18702.0,600519
675,2012-10-24,177.975,179.198,179.809,177.611,10972.0,600519
676,2012-10-25,179.722,179.045,180.449,177.757,9159.0,600519
677,2012-10-26,180.973,175.421,181.162,174.679,24559.0,600519
678,2012-10-29,175.785,175.952,177.248,173.937,14490.0,600519
679,2012-10-30,175.938,177.961,178.623,175.509,15610.0,600519
680,2012-10-31,177.917,179.969,180.406,177.284,15845.0,600519
681,2012-11-01,180.602,181.468,182.523,179.249,18191.0,600519
682,2012-11-02,181.322,180.711,182.268,179.198,16974.0,600519
683,2012-11-05,179.714,176.753,179.714,175.501,22665.0,600519
684,2012-11-06,176.382,171.667,176.382,171.354,41713.0,600519
685,2012-11-07,170.99,172.787,173.195,170.99,16217.0,600519
686,2012-11-08,171.71,170.335,172.409,170.153,16261.0,600519
687,2012-11-09,170.328,170.852,171.572,170.015,11670.0,600519
688,2012-11-12,170.99,168.414,171.558,166.544,20464.0,600519
689,2012-11-13,168.08,165.94,168.08,164.223,20447.0,600519
690,2012-11-14,166.173,167.825,168.08,164.805,12238.0,600519
691,2012-11-15,166.624,165.351,166.624,164.682,11400.0,600519
692,2012-11-16,165.024,163.277,165.133,161.895,19677.0,600519
693,2012-11-19,163.277,155.747,163.277,151.999,70484.0,600519
694,2012-11-20,154.873,157.136,158.868,154.619,38078.0,600519
695,2012-11-21,157.056,159.094,159.93,154.102,33334.0,600519
696,2012-11-22,150.981,158.104,158.228,150.471,51520.0,600519
697,2012-11-23,156.452,161.698,162.259,156.445,29844.0,600519
698,2012-11-26,161.102,157.929,161.386,156.802,21954.0,600519
699,2012-11-27,157.929,159.901,160.869,157.296,20458.0,600519
700,2012-11-28,159.53,158.904,159.53,157.893,15017.0,600519
701,2012-11-29,158.912,159.552,160.163,158.723,15675.0,600519
702,2012-11-30,159.494,157.173,159.494,155.135,21371.0,600519
703,2012-12-03,154.983,145.662,154.983,144.832,79372.0,600519
704,2012-12-04,141.893,143.304,145.509,138.829,78705.0,600519
705,2012-12-05,141.376,143.079,145.902,137.251,111703.0,600519
706,2012-12-06,142.759,141.311,143.341,133.882,117561.0,600519
707,2012-12-07,143.333,144.643,147.481,143.035,99501.0,600519
708,2012-12-11,144.432,147.204,151.344,144.432,92232.0,600519
709,2012-12-12,149.162,154.153,154.248,147.343,64325.0,600519
710,2012-12-13,152.72,149.671,156.423,149.234,61996.0,600519
711,2012-12-14,147.706,151.286,152.436,144.432,78926.0,600519
712,2012-12-17,149.889,153.593,155.463,146.979,71361.0,600519
713,2012-12-18,153.68,156.096,157.733,153.651,46945.0,600519
714,2012-12-19,155.077,159.676,160.804,154.99,47569.0,600519
715,2012-12-20,158.984,158.912,160.367,156.867,34434.0,600519
716,2012-12-21,158.395,157.602,159.348,157.042,25092.0,600519
717,2012-12-24,154.262,148.856,154.262,145.524,100050.0,600519
718,2012-12-25,147.634,148.958,150.522,146.411,59533.0,600519
719,2012-12-26,148.274,149.344,150.471,147.495,44866.0,600519
720,2012-12-27,149.38,151.039,152.436,148.245,60926.0,600519
721,2012-12-28,151.053,154.473,156.86,151.053,56589.0,600519
722,2012-12-31,155.208,152.087,156.292,150.144,51914.0,600519
723,2013-01-04,154.255,150.573,154.255,149.162,58370.0,600519
724,2013-01-07,149.802,148.645,149.802,147.343,41271.0,600519
725,2013-01-08,147.837,153.411,153.418,147.837,65286.0,600519
726,2013-01-09,153.891,157.493,158.366,153.891,53749.0,600519
727,2013-01-10,156.86,156.074,157.893,154.983,30527.0,600519
728,2013-01-11,155.506,153.717,156.547,152.712,37009.0,600519
729,2013-01-14,151.708,152.378,153.018,147.568,68183.0,600519
730,2013-01-15,151.919,153.418,154.328,150.486,52635.0,600519
731,2013-01-16,149.162,149.889,150.471,148.201,69501.0,600519
732,2013-01-17,149.154,149.256,151.112,148.812,36201.0,600519
733,2013-01-18,149.998,148.259,150.238,145.604,55318.0,600519
734,2013-01-21,147.561,143.566,147.561,142.831,74779.0,600519
735,2013-01-22,142.475,144.672,145.327,137.52,73815.0,600519
736,2013-01-23,142.613,144.781,145.167,141.012,51013.0,600519
737,2013-01-24,143.996,142.584,145.596,141.74,59474.0,600519
738,2013-01-25,137.52,137.556,139.557,135.41,80007.0,600519
739,2013-01-28,135.337,129.88,136.647,129.516,158290.0,600519
740,2013-01-29,128.061,129.632,130.964,125.15,115447.0,600519
741,2013-01-30,128.825,131.058,132.783,128.555,71376.0,600519
742,2013-01-31,131.844,130.171,132.281,129.349,37816.0,600519
743,2013-02-01,130.156,130.229,132.259,129.538,45265.0,600519
744,2013-02-04,130.971,127.428,131.662,126.605,64964.0,600519
745,2013-02-05,127.297,134.195,134.245,126.46,87825.0,600519
746,2013-02-06,134.595,133.831,134.66,132.426,46195.0,600519
747,2013-02-07,133.154,134.733,135.737,131.932,48567.0,600519
748,2013-02-08,134.718,136.69,137.083,134.1,41572.0,600519
749,2013-02-18,137.01,130.746,137.01,130.244,56569.0,600519
750,2013-02-19,130.229,129.458,131.4,128.643,37737.0,600519
751,2013-02-20,128.788,129.443,130.957,127.348,36582.0,600519
752,2013-02-21,127.5,130.986,134.755,127.369,53832.0,600519
753,2013-02-22,131.699,135.039,135.773,131.699,62864.0,600519
754,2013-02-25,133.882,131.764,134.864,131.16,34549.0,600519
755,2013-02-26,131.481,129.058,133.882,129.028,43754.0,600519
756,2013-02-27,128.505,128.621,130.025,127.741,34158.0,600519
757,2013-02-28,129.37,127.333,129.37,125.15,56786.0,600519
758,2013-03-01,126.824,126.475,128.032,125.871,38003.0,600519
759,2013-03-04,126.402,127.129,128.512,126.402,52072.0,600519
760,2013-03-05,127.639,127.333,128.395,126.504,36974.0,600519
761,2013-03-06,128.061,128.948,129.007,126.351,49227.0,600519
762,2013-03-07,130.52,133.78,137.229,130.476,85190.0,600519
763,2013-03-08,135.344,133.976,136.428,133.642,35959.0,600519
764,2013-03-11,133.736,134.755,134.973,132.288,34965.0,600519
765,2013-03-12,135.337,132.557,135.41,130.971,25393.0,600519
766,2013-03-13,132.717,133.758,135.351,132.717,30769.0,600519
767,2013-03-14,132.79,130.2,134.442,129.996,35124.0,600519
768,2013-03-15,129.167,128.767,131.481,127.406,35961.0,600519
769,2013-03-18,128.716,123.295,128.716,122.378,78231.0,600519
770,2013-03-19,122.385,120.188,123.564,119.7,63414.0,600519
771,2013-03-20,120.246,123.63,124.124,119.402,71894.0,600519
772,2013-03-21,123.331,121.352,123.331,120.639,65392.0,600519
773,2013-03-22,121.134,123.004,123.622,120.574,45578.0,600519
774,2013-03-25,122.967,122.989,124.255,122.313,31966.0,600519
775,2013-03-26,123.04,123.608,124.575,122.538,32480.0,600519
776,2013-03-27,123.702,121.359,123.986,120.348,47662.0,600519
777,2013-03-28,120.843,121.381,122.371,118.1,41490.0,600519
778,2013-03-29,121.694,122.866,123.382,120.799,47717.0,600519
779,2013-04-01,122.305,120.021,122.574,119.751,29128.0,600519
780,2013-04-02,120.13,119.118,120.763,118.798,32524.0,600519
781,2013-04-03,119.096,119.22,120.057,118.733,21990.0,600519
782,2013-04-08,117.976,119.562,120.057,116.746,37732.0,600519
783,2013-04-09,119.249,119.038,119.984,118.383,24194.0,600519
784,2013-04-10,119.329,123.666,124.503,118.383,70858.0,600519
785,2013-04-11,123.695,122.909,124.423,122.458,29729.0,600519
786,2013-04-12,122.909,125.318,126.897,122.604,59800.0,600519
787,2013-04-15,125.347,125.689,126.358,123.71,28336.0,600519
788,2013-04-16,123.695,125.994,127.479,123.404,39137.0,600519
789,2013-04-17,126.314,129.872,130.076,126.278,42974.0,600519
790,2013-04-18,128.934,130.353,130.971,128.068,41956.0,600519
791,2013-04-19,130.535,130.411,130.884,128.708,39238.0,600519
792,2013-04-22,130.171,126.394,130.171,126.242,42745.0,600519
793,2013-04-23,126.242,125.012,127.319,124.932,30952.0,600519
794,2013-04-24,125.31,127.239,127.333,123.913,30402.0,600519
795,2013-04-25,126.62,128.57,129.196,126.038,25359.0,600519
796,2013-04-26,129.087,126.598,129.516,125.885,16307.0,600519
797,2013-05-02,125.878,124.503,125.914,122.989,28586.0,600519
798,2013-05-03,125.005,125.478,126.62,124.132,21460.0,600519
799,2013-05-06,125.878,129.37,129.501,125.136,30196.0,600519
800,2013-05-07,130.258,136.567,137.04,130.258,71020.0,600519
801,2013-05-08,136.647,137.44,138.247,135.431,42416.0,600519
802,2013-05-09,137.709,143.472,143.486,137.709,70134.0,600519
803,2013-05-10,143.348,143.421,146.193,142.62,48776.0,600519
804,2013-05-13,143.421,143.835,146.688,140.99,32579.0,600519
805,2013-05-14,142.686,139.113,143.413,138.255,36431.0,600519
806,2013-05-15,138.888,141.638,143.093,138.771,23264.0,600519
807,2013-05-16,141.165,141.776,145.895,139.703,45462.0,600519
808,2013-05-17,141.216,142.548,142.94,140.43,33556.0,600519
809,2013-05-20,143.195,141.885,144.418,141.485,30944.0,600519
810,2013-05-21,141.798,141.9,142.438,140.801,23102.0,600519
811,2013-05-22,142.358,145.138,145.96,141.958,46149.0,600519
812,2013-05-23,145.232,147.299,150.246,145.232,62247.0,600519
813,2013-05-24,148.434,146.2,150.741,145.524,45073.0,600519
814,2013-05-27,146.957,146.71,147.052,144.068,26778.0,600519
815,2013-05-28,146.891,147.081,147.932,145.196,23676.0,600519
816,2013-05-29,147.706,146.608,150.522,146.506,32340.0,600519
817,2013-05-30,146.106,145.705,147.575,144.803,25019.0,600519
818,2013-05-31,146.229,143.413,146.542,143.341,24590.0,600519
819,2013-06-03,144.141,147.037,147.379,143.472,40256.0,600519
820,2013-06-04,147.197,146.76,149.38,146.724,42356.0,600519
821,2013-06-05,146.971,146.375,147.343,145.218,23724.0,600519
822,2013-06-06,146.404,146.731,149.016,146.404,33877.0,600519
823,2013-06-07,146.628,147.493,150.303,145.426,25478.0,600519
824,2013-06-13,146.636,146.328,149.161,144.299,44998.0,600519
825,2013-06-14,146.057,145.809,146.546,142.472,32518.0,600519
826,2013-06-17,145.997,142.397,146.531,142.194,29689.0,600519
827,2013-06-18,142.157,144.028,144.141,140.173,27377.0,600519
828,2013-06-19,143.449,146.418,146.921,141.435,28909.0,600519
829,2013-06-20,146.14,144.096,146.906,143.246,25586.0,600519
830,2013-06-21,142.818,143.667,147.207,140.909,39654.0,600519
831,2013-06-24,143.998,139.496,144.291,139.166,40807.0,600519
832,2013-06-25,139.451,142.668,143.013,132.289,51352.0,600519
833,2013-06-26,141.653,141.826,142.653,138.865,32903.0,600519
834,2013-06-27,141.826,142.472,144.554,141.353,34135.0,600519
835,2013-06-28,141.924,144.569,145.388,141.924,28070.0,600519
836,2013-07-01,144.314,146.012,146.523,143.555,25828.0,600519
837,2013-07-02,145.997,148.763,149.544,144.757,33453.0,600519
838,2013-07-03,149.477,148.778,150.153,147.395,35424.0,600519
839,2013-07-04,148.101,147.763,150.198,147.733,24214.0,600519
840,2013-07-05,147.973,148.139,149.83,147.973,17779.0,600519
841,2013-07-08,147.958,146.666,148.717,145.043,24113.0,600519
842,2013-07-09,147.523,144.329,147.523,143.322,20233.0,600519
843,2013-07-10,143.697,145.674,145.869,141.954,33244.0,600519
844,2013-07-11,146.207,147.275,147.673,144.314,46056.0,600519
845,2013-07-12,146.628,141.894,147.876,141.811,42991.0,600519
846,2013-07-15,142.322,141.247,142.863,138.978,36607.0,600519
847,2013-07-16,141.405,143.502,143.75,139.406,37011.0,600519
848,2013-07-17,143.164,140.473,143.382,140.391,27388.0,600519
849,2013-07-18,140.533,139.083,140.872,138.053,25699.0,600519
850,2013-07-19,139.038,132.274,139.038,131.162,73319.0,600519
851,2013-07-22,132.011,131.425,133.086,130.05,27062.0,600519
852,2013-07-23,132.214,134.965,135.491,131.5,28756.0,600519
853,2013-07-24,134.822,131.23,134.822,130.087,44067.0,600519
854,2013-07-25,131.816,134.326,135.123,130.989,39540.0,600519
855,2013-07-26,133.018,131.493,133.62,131.44,19045.0,600519
856,2013-07-29,130.974,128.75,130.974,128.509,26883.0,600519
857,2013-07-30,127.983,126.578,128.72,124.444,42113.0,600519
858,2013-07-31,127.517,126.63,128.66,126.029,14590.0,600519
859,2013-08-01,127.743,129.178,129.636,127.051,24852.0,600519
860,2013-08-02,129.854,132.289,133.89,129.779,29240.0,600519
861,2013-08-05,132.289,131.891,132.845,130.689,18065.0,600519
862,2013-08-06,130.711,131.688,131.891,129.787,26562.0,600519
863,2013-08-07,131.365,132.552,134.266,130.561,28377.0,600519
864,2013-08-08,132.582,131.636,133.289,131.064,16076.0,600519
865,2013-08-09,131.853,129.884,132.334,128.464,22889.0,600519
866,2013-08-12,129.862,134.003,134.093,129.644,39390.0,600519
867,2013-08-13,133.777,135.235,135.649,132.643,25435.0,600519
868,2013-08-14,135.19,134.288,137.031,134.07,21721.0,600519
869,2013-08-15,134.416,133.364,136.175,133.311,15365.0,600519
870,2013-08-16,133.417,131.064,136.024,130.801,34973.0,600519
871,2013-08-19,131.816,131.643,132.199,130.012,19357.0,600519
872,2013-08-20,130.876,130.471,131.515,129.787,31250.0,600519
873,2013-08-21,131.523,131.282,131.628,129.561,23103.0,600519
874,2013-08-22,131.215,131.575,132.778,130.779,15501.0,600519
875,2013-08-23,132.244,130.005,132.252,128.885,19529.0,600519
876,2013-08-26,130.095,130.719,131.515,129.261,16885.0,600519
877,2013-08-27,130.591,130.125,130.591,129.261,24436.0,600519
878,2013-08-28,129.388,127.683,129.388,127.435,30603.0,600519
879,2013-08-29,127.758,126.615,128.013,126.337,21804.0,600519
880,2013-08-30,126.615,126.841,127.006,125.916,25861.0,600519
881,2013-09-02,120.844,114.17,120.844,114.155,224970.0,600519
882,2013-09-03,113.479,113.975,114.832,111.976,123211.0,600519
883,2013-09-04,114.23,114.306,115.395,113.93,76789.0,600519
884,2013-09-05,114.125,112.93,114.832,112.201,71283.0,600519
885,2013-09-06,112.803,112.938,113.404,112.555,37783.0,600519
886,2013-09-09,113.479,113.441,113.87,112.637,69270.0,600519
887,2013-09-10,113.329,113.945,114.14,112.788,54093.0,600519
888,2013-09-11,114.043,114.659,114.817,112.727,69012.0,600519
889,2013-09-12,114.704,114.028,115.132,113.637,47723.0,600519
890,2013-09-13,113.997,114.245,116.094,113.967,68254.0,600519
891,2013-09-16,114.696,112.464,114.696,112.419,58877.0,600519
892,2013-09-17,111.976,106.189,112.126,105.596,109057.0,600519
893,2013-09-18,105.964,106.64,107.001,104.836,67317.0,600519
894,2013-09-23,106.708,105.821,106.715,105.25,65409.0,600519
895,2013-09-24,105.964,102.807,106.911,102.732,98819.0,600519
896,2013-09-25,102.62,101.575,103.333,99.967,69789.0,600519
897,2013-09-26,100.703,101.77,102.372,100.703,47227.0,600519
898,2013-09-27,101.823,100.748,102.326,100.545,34639.0,600519
899,2013-09-30,100.651,102.161,102.439,100.342,50460.0,600519
900,2013-10-08,102.026,102.71,103.258,100.846,56867.0,600519
901,2013-10-09,102.657,102.95,103.258,102.056,40815.0,600519
902,2013-10-10,102.958,102.988,103.243,102.394,29045.0,600519
903,2013-10-11,101.68,103.348,103.581,101.68,36455.0,600519
904,2013-10-14,103.672,104.949,105.009,103.198,55274.0,600519
905,2013-10-15,105.017,108.406,108.82,104.521,69277.0,600519
906,2013-10-16,109.947,108.399,110.999,106.79,94813.0,600519
907,2013-10-17,108.662,108.361,109.571,107.843,48621.0,600519
908,2013-10-18,108.587,107.452,108.902,106.715,35574.0,600519
909,2013-10-21,107.85,109.037,109.195,106.866,47022.0,600519
910,2013-10-22,108.82,107.782,108.82,107.279,24581.0,600519
911,2013-10-23,107.662,107.985,108.729,106.873,26215.0,600519
912,2013-10-24,107.692,108.0,108.196,107.241,26255.0,600519
913,2013-10-25,107.474,102.755,107.474,101.906,58584.0,600519
914,2013-10-28,102.041,100.681,102.785,100.147,32141.0,600519
915,2013-10-29,100.816,99.801,101.199,98.824,35182.0,600519
916,2013-10-30,99.937,99.644,100.177,99.17,25343.0,600519
917,2013-10-31,99.689,101.537,102.589,99.576,34893.0,600519
918,2013-11-01,100.951,101.59,102.086,100.553,22154.0,600519
919,2013-11-04,101.793,102.462,102.935,101.658,19436.0,600519
